698,51;710,92;723,34;735,75;748,16;851,10;864,14;877,17;890,20;903,24;916,27;929,30;942,34;955,37;968,40;981,44;994,47;1007,51;1020,54;1033,57;1046,61;1059,64;1072,67;1085,71;1098,74;1111,77;1124,81;1137,84;1150,88
704,15;716,56;728,98;741,39;753,80;857,03;870,06;883,09;896,13;909,16;922,20;935,23;948,26;961,30;974,33;987,36;1000,40;1013,43;1026,46;1039,50;1052,53;1065,56;1078,60;1091,63;1104,67;1117,70;1130,73;1143,77;1156,80
709,79;722,21;734,62;747,03;759,45;862,95;875,99;889,02;902,05;915,09;928,12;941,15;954,19;967,22;980,25;993,29;1006,32;1019,35;1032,39;1045,42;1058,46;1071,49;1084,52;1097,56;1110,59;1123,62;1136,66;1149,69;1162,72
715,44;727,85;740,26;752,68;765,09;868,88;881,91;894,94;907,98;921,01;934,04;947,08;960,11;973,14;986,18;999,21;1012,25;1025,28;1038,31;1051,35;1064,38;1077,41;1090,45;1103,48;1116,51;1129,55;1142,58;1155,61;1168,65
721,08;733,49;745,90;758,32;770,73;874,80;887,83;900,87;913,90;926,93;939,97;953,00;966,04;979,07;992,10;1005,14;1018,17;1031,20;1044,24;1057,27;1070,30;1083,34;1096,37;1109,40;1122,44;1135,47;1148,51;1161,54;1174,57
815,56;828,59;841,62;854,66;867,69;880,72;893,76;906,79;919,83;932,86;945,89;958,93;971,96;984,99;998,03;1011,06;1024,09;1037,13;1050,16;1063,19;1076,23;1089,26;1102,30;1115,33;1128,36;1141,40;1154,43;1167,46;1180,50
821,48;834,51;847,55;860,58;873,62;886,65;899,68;912,72;925,75;938,78;951,82;964,85;977,88;990,92;1003,95;1016,98;1030,02;1043,05;1056,09;1069,12;1082,15;1095,19;1108,22;1121,25;1134,29;1147,32;1160,35;1173,39;1186,42
827,41;840,44;853,47;866,51;879,54;892,57;905,61;918,64;931,67;944,71;957,74;970,77;983,81;996,84;1009,88;1022,91;1035,94;1048,98;1062,01;1075,04;1088,08;1101,11;1114,14;1127,18;1140,21;1153,24;1166,28;1179,31;1192,35
833,33;846,36;859,40;872,43;885,46;898,50;911,53;924,56;937,60;950,63;963,67;976,70;989,73;1002,77;1015,80;1028,83;1041,87;1054,90;1067,93;1080,97;1094,00;1107,03;1120,07;1133,10;1146,14;1159,17;1172,20;1185,24;1198,27
839,25;852,29;865,32;878,35;891,39;904,42;917,46;930,49;943,52;956,56;969,59;982,62;995,66;1008,69;1021,72;1034,76;1047,79;1060,83;1073,86;1086,89;1099,93;1112,96;1125,99;1139,03;1152,06;1165,09;1178,13;1191,16;1204,19
845,18;858,21;871,25;884,28;897,31;910,35;923,38;936,41;949,45;962,48;975,51;988,55;1001,58;1014,61;1027,65;1040,68;1053,72;1066,75;1079,78;1092,82;1105,85;1118,88;1131,92;1144,95;1157,98;1171,02;1184,05;1197,09;1210,12
851,10;864,14;877,17;890,20;903,24;916,27;929,30;942,34;955,37;968,40;981,44;994,47;1007,51;1020,54;1033,57;1046,61;1059,64;1072,67;1085,71;1098,74;1111,77;1124,81;1137,84;1150,88;1163,91;1176,94;1189,98;1203,01;1216,04
857,03;870,06;883,09;896,13;909,16;922,20;935,23;948,26;961,30;974,33;987,36;1000,40;1013,43;1026,46;1039,50;1052,53;1065,56;1078,60;1091,63;1104,67;1117,70;1130,73;1143,77;1156,80;1169,83;1182,87;1195,90;1208,93;1221,97
