0,00
19,95
26,25
32,55
38,85
45,15
51,45
57,75
64,05
70,35
76,65
82,95
89,25
95,55
101,85
108,15
114,45
120,75
127,05
240,45
292,95
424,20
555,45
607,95
660,45
712,95
765,45
896,70
922,95
1027,95
1237,95
1342,95
1447,95
