602,49;621,49;631,49;641,99;651,99;746,54;757,56;768,06;778,56;789,59;800,09;810,59;821,61;832,11;842,61;853,64;864,14;874,64;885,66;896,16;906,66;917,69;928,19;938,69;980,69;991,19;1001,69;1012,71;1023,21;1070,99;1082,01;1092,51;1103,01;1114,04;1124,54;1135,04;1163,39;1173,89;1184,39;1195,41;1205,91;1216,41;1227,44;1301,49;1312,52;1323,55;1334,58;1345,61;1356,64;1367,67;1378,70;1389,73;1400,76
620,99;631,99;643,49;654,99;665,99;762,81;774,89;786,96;798,51;810,59;822,66;834,21;846,29;858,36;869,91;881,99;894,06;905,61;917,69;929,76;941,31;953,39;965,46;977,01;1020,06;1032,14;1044,21;1055,76;1067,84;1117,19;1128,74;1140,81;1152,89;1164,44;1176,51;1188,59;1217,46;1229,54;1241,61;1253,16;1265,24;1277,31;1288,86;1363,43;1374,98;1386,53;1398,08;1409,63;1421,18;1432,73;1444,28;1455,83;1467,38
630,99;642,99;655,49;667,99;680,49;779,09;792,21;805,34;818,46;831,59;844,71;857,84;870,96;884,09;897,21;910,34;923,46;936,59;949,71;962,84;975,96;989,09;1002,74;1015,86;1059,96;1073,09;1086,21;1099,34;1112,46;1162,86;1175,99;1189,11;1202,24;1215,36;1228,49;1241,61;1272,06;1285,19;1298,31;1311,44;1324,56;1337,69;1350,81;1426,95;1440,07;1453,19;1466,31;1479,43;1492,55;1505,67;1518,79;1531,91;1545,03
640,49;653,99;667,49;680,99;694,99;795,36;809,54;824,24;838,41;853,11;867,29;881,46;896,16;910,34;924,51;939,21;953,39;967,56;982,26;996,44;1011,14;1025,31;1039,49;1054,19;1099,34;1114,04;1128,21;1142,39;1194,36;1208,54;1222,71;1237,41;1251,59;1266,29;1280,46;1294,64;1326,66;1340,84;1355,01;1369,71;1383,89;1398,06;1412,76;1490,48;1505,18;1519,88;1534,58;1549,28;1563,98;1578,68;1593,38;1608,08;1622,78
650,49;664,99;679,99;694,49;708,99;811,64;827,39;842,61;858,36;874,11;889,86;905,09;920,84;936,59;951,81;967,56;983,31;999,06;1014,29;1030,04;1045,79;1061,01;1076,76;1123,49;1139,24;1154,46;1170,21;1185,96;1238,99;1254,21;1269,96;1285,71;1300,94;1316,69;1332,44;1348,19;1380,74;1396,49;1412,24;1427,46;1443,21;1458,96;1474,19;1552,44;1567,67;1582,90;1598,13;1613,36;1628,59;1643,82;1659,05;1674,28;1689,51
744,44;761,24;778,04;794,31;811,11;827,91;844,71;861,51;878,31;895,11;911,91;928,71;945,51;962,31;979,11;996,44;1013,24;1030,04;1046,84;1063,64;1080,44;1097,24;1114,04;1161,81;1178,61;1195,41;1212,21;1229,01;1283,09;1299,89;1317,21;1334,01;1350,81;1367,61;1384,41;1401,21;1435,34;1452,14;1468,94;1485,74;1502,54;1519,34;1536,14;1615,96;1632,76;1649,56;1666,36;1683,16;1699,96;1716,76;1733,56;1750,36;1767,16
754,94;772,79;790,64;808,49;826,34;844,19;862,04;880,41;898,26;916,11;934,49;952,34;970,71;988,56;1006,41;1024,79;1042,64;1061,01;1078,86;1097,24;1115,09;1132,94;1151,31;1200,14;1218,51;1236,36;1254,21;1309,86;1327,71;1346,09;1363,94;1381,79;1400,16;1418,01;1436,39;1454,24;1489,41;1507,79;1525,64;1544,01;1561,86;1579,71;1598,09;1679,49;1697,87;1716,25;1734,63;1753,01;1771,39;1789,77;1808,15;1826,53;1844,91
764,91;784,34;803,24;822,66;841,56;860,46;879,89;898,79;918,21;937,64;957,06;975,96;995,39;1014,81;1034,24;1053,14;1072,56;1091,99;1111,41;1130,31;1149,74;1169,16;1188,59;1238,46;1257,89;1277,31;1334,01;1352,91;1372,34;1391,76;1411,19;1430,09;1449,51;1468,94;1488,36;1507,26;1544,01;1563,44;1582,34;1601,76;1621,19;1640,61;1659,51;1741,43;1760,33;1779,23;1798,13;1817,03;1835,93;1854,83;1873,73;1892,63;1911,53
775,41;795,89;815,84;836,31;856,79;877,26;897,74;917,69;938,16;958,64;979,11;999,59;1020,06;1040,54;1061,54;1082,01;1102,49;1122,96;1143,44;1163,91;1184,39;1235,84;1256,31;1277,31;1297,79;1355,54;1376,01;1396,49;1416,96;1437,44;1457,91;1478,39;1498,86;1519,34;1540,34;1560,81;1598,61;1619,09;1639,56;1660,04;1680,51;1700,99;1721,46;1804,95;1825,42;1845,89;1866,36;1886,83;1907,30;1927,77;1948,24;1968,71;1989,18
785,91;807,44;828,96;850,49;872,01;893,54;915,06;936,59;958,11;979,64;1001,69;1054,19;1076,24;1097,76;1119,81;1141,34;1163,39;1184,91;1206,96;1228,49;1250,01;1272,06;1293,59;1315,64;1374,44;1396,49;1418,01;1439,54;1461,59;1483,11;1505,16;1526,69;1548,74;1570,26;1591,79;1613,84;1652,69;1674,74;1696,26;1718,31;1739,84;1761,36;1783,41;1868,48;1890,53;1912,58;1934,63;1956,68;1978,73;2000,78;2022,83;2044,88;2066,93
