196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;201,26;206,17;211,08;215,99;220,89;225,80;230,71;235,62;240,53;245,44
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;200,28;206,17;212,06;217,95;223,84;229,73;235,62;241,51;247,40;253,29;259,18;265,07;270,96;276,85;282,74;288,63;294,53
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;199,30;206,17;213,04;219,91;226,78;233,66;240,53;247,40;254,27;261,15;268,02;274,89;281,76;288,63;295,51;302,38;309,25;316,12;323,00;329,87;336,74;343,61
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;204,20;212,06;219,91;227,77;235,62;243,47;251,33;259,18;267,04;274,89;282,74;290,60;298,45;306,31;314,16;322,01;329,87;337,72;345,58;353,43;361,28;369,14;376,99;384,85;392,70
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;203,22;212,06;220,89;229,73;238,57;247,40;256,24;265,07;273,91;282,74;291,58;300,42;309,25;318,09;326,92;335,76;344,59;353,43;362,27;371,10;379,94;388,77;397,61;406,44;415,28;424,12;432,95;441,79
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;206,17;215,99;225,80;235,62;245,44;255,26;265,07;274,89;284,71;294,53;304,34;314,16;323,98;333,80;343,61;353,43;363,25;373,07;382,88;392,70;402,52;412,34;422,15;431,97;441,79;451,61;461,42;471,24;481,06;490,88
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;205,19;215,99;226,78;237,58;248,38;259,18;269,98;280,78;291,58;302,38;313,18;323,98;334,78;345,58;356,38;367,17;377,97;388,77;399,57;410,37;421,17;431,97;442,77;453,57;464,37;475,17;485,97;496,77;507,56;518,36;529,16;539,96
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;200,28;212,06;223,84;235,62;247,40;259,18;270,96;282,74;294,53;306,31;318,09;329,87;341,65;353,43;365,21;376,99;388,77;400,55;412,34;424,12;435,90;447,68;459,46;471,24;483,02;494,80;506,58;518,36;530,15;541,93;553,71;565,49;577,27;589,05
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;204,20;216,97;229,73;242,49;255,26;268,02;280,78;293,54;306,31;319,07;331,83;344,59;357,36;370,12;382,88;395,65;408,41;421,17;433,93;446,70;459,46;472,22;484,98;497,75;510,51;523,27;536,04;548,80;561,56;574,32;587,09;599,85;612,61;625,37;638,14
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;206,17;219,91;233,66;247,40;261,15;274,89;288,63;302,38;316,12;329,87;343,61;357,36;371,10;384,85;398,59;412,34;426,08;439,82;453,57;467,31;481,06;494,80;508,55;522,29;536,04;549,78;563,52;577,27;591,01;604,76;618,50;632,25;645,99;659,74;673,48;687,23
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;206,17;220,89;235,62;250,35;265,07;279,80;294,53;309,25;323,98;338,70;353,43;368,16;382,88;397,61;412,34;427,06;441,79;456,51;471,24;485,97;500,69;515,42;530,15;544,87;559,60;574,32;589,05;603,78;618,50;633,23;647,96;662,68;677,41;692,13;706,86;721,59;736,31
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;204,20;219,91;235,62;251,33;267,04;282,74;298,45;314,16;329,87;345,58;361,28;376,99;392,70;408,41;424,12;439,82;455,53;471,24;486,95;502,66;518,36;534,07;549,78;565,49;581,20;596,90;612,61;628,32;644,03;659,74;675,44;691,15;706,86;722,57;738,28;753,98;769,69;785,40
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;200,28;216,97;233,66;250,35;267,04;283,73;300,42;317,11;333,80;350,48;367,17;383,86;400,55;417,24;433,93;450,62;467,31;484,00;500,69;517,38;534,07;550,76;567,45;584,14;600,83;617,52;634,21;650,90;667,59;684,28;700,97;717,66;734,35;751,04;767,73;784,42;801,11;817,80;834,49
196,35;196,35;196,35;196,35;196,35;196,35;196,35;196,35;212,06;229,73;247,40;265,07;282,74;300,42;318,09;335,76;353,43;371,10;388,77;406,44;424,12;441,79;459,46;477,13;494,80;512,47;530,15;547,82;565,49;583,16;600,83;618,50;636,17;653,85;671,52;689,19;706,86;724,53;742,20;759,87;777,55;795,22;812,89;830,56;848,23;865,90;883,58
196,35;196,35;196,35;196,35;196,35;196,35;196,35;205,19;223,84;242,49;261,15;279,80;298,45;317,11;335,76;354,41;373,07;391,72;410,37;429,02;447,68;466,33;484,98;503,64;522,29;540,94;559,60;578,25;596,90;615,56;634,21;652,86;671,52;690,17;708,82;727,48;746,13;764,78;783,44;802,09;820,74;839,40;858,05;876,70;895,36;914,01;932,66
196,35;196,35;196,35;196,35;196,35;196,35;196,35;215,99;235,62;255,26;274,89;294,53;314,16;333,80;353,43;373,07;392,70;412,34;431,97;451,61;471,24;490,88;510,51;530,15;549,78;569,42;589,05;608,69;628,32;647,96;667,59;687,23;706,86;726,50;746,13;765,77;785,40;805,04;824,67;844,31;863,94;883,58;903,21;922,85;942,48;962,12;981,75
196,35;196,35;196,35;196,35;196,35;196,35;206,17;226,78;247,40;268,02;288,63;309,25;329,87;350,48;371,10;391,72;412,34;432,95;453,57;474,19;494,80;515,42;536,04;556,65;577,27;597,89;618,50;639,12;659,74;680,35;700,97;721,59;742,20;762,82;783,44;804,05;824,67;845,29;865,90;886,52;907,14;927,75;948,37;968,99;989,60;1010,22;1030,84
196,35;196,35;196,35;196,35;196,35;196,35;215,99;237,58;259,18;280,78;302,38;323,98;345,58;367,17;388,77;410,37;431,97;453,57;475,17;496,77;518,36;539,96;561,56;583,16;604,76;626,36;647,96;669,55;691,15;712,75;734,35;755,95;777,55;799,14;820,74;842,34;863,94;885,54;907,14;928,74;950,33;971,93;993,53;1015,13;1036,73;1058,33;1079,93
196,35;196,35;196,35;196,35;196,35;203,22;225,80;248,38;270,96;293,54;316,12;338,70;361,28;383,86;406,44;429,02;451,61;474,19;496,77;519,35;541,93;564,51;587,09;609,67;632,25;654,83;677,41;699,99;722,57;745,15;767,73;790,31;812,89;835,47;858,05;880,63;903,21;925,79;948,37;970,95;993,53;1016,11;1038,69;1061,27;1083,85;1106,43;1129,01
