124,49;199,85;231,75;359,32;368,54;377,75;386,96;396,18;405,39;414,60;423,82;433,74;442,95;695,98;710,86;725,04;739,92;754,10;768,27;783,15;797,33;812,21;826,39;1058,86;1355,82;1373,54;1391,97;1410,40;1428,83;1781,78;1800,21;1817,93;1836,36;2058,20;2078,75;2099,30;2291,37;2311,93;2332,48;2353,04;2372,88;2393,43;2413,99
199,14;204,11;237,42;367,83;377,75;387,67;397,59;407,52;417,44;427,36;437,28;447,92;457,84;720,78;736,38;751,26;766,85;782,45;798,04;813,63;829,22;844,82;860,41;1102,80;1401,18;1421,03;1440,87;1460,72;1479,86;1834,23;1854,08;1873,21;1893,06;2122,69;2144,66;2166,63;2360,83;2382,80;2404,77;2426,04;2448,01;2469,98;2491,95
229,62;236,00;242,38;376,33;386,96;397,59;408,23;418,86;429,49;440,83;451,46;462,09;472,72;744,88;761,18;778,19;794,49;811,50;827,81;844,82;861,12;878,13;894,43;1147,45;1447,25;1468,52;1489,07;1510,33;1531,59;1886,68;1907,94;1928,49;1949,76;2187,19;2210,58;2233,97;2429,58;2452,97;2476,36;2499,75;2523,14;2546,52;2569,91
353,65;364,28;374,91;385,55;396,89;408,23;419,57;430,91;442,25;453,59;464,93;476,27;487,61;768,98;786,70;804,42;822,14;839,85;857,57;875,29;893,01;910,73;928,45;1192,10;1492,61;1515,29;1537,97;1559,94;1917,15;1939,13;1961,81;1984,49;2006,46;2251,68;2277,20;2302,01;2499,04;2523,84;2548,65;2573,46;2598,26;2623,07;2647,88
360,74;372,08;383,42;394,76;406,10;418,15;430,20;442,25;454,29;466,34;478,39;490,44;502,49;793,79;812,21;831,35;849,78;868,91;887,34;906,48;924,90;944,04;963,18;1514,58;1538,68;1562,78;1586,17;1610,27;1968,18;1992,28;2015,67;2039,77;2063,16;2316,18;2343,11;2369,34;2567,79;2594,01;2620,94;2647,17;2673,39;2699,61;2726,55
368,54;380,58;392,63;403,97;416,02;428,07;440,83;453,59;466,34;479,10;491,86;504,62;517,37;817,88;837,73;857,57;877,42;897,26;917,11;936,95;956,80;977,35;997,20;1559,24;1584,75;1609,56;1968,89;1994,41;2019,21;2044,73;2069,54;2095,05;2119,86;2380,68;2409,03;2436,67;2636,54;2664,89;2692,53;2720,88;2748,52;2776,16;2804,51
375,62;388,38;401,14;413,90;426,65;438,70;451,46;464,93;478,39;491,86;505,32;518,79;532,26;841,98;863,24;884,51;905,06;926,32;946,88;968,14;988,69;1230,38;1251,64;1603,89;1964,64;1990,86;2017,80;2044,02;2070,95;2097,18;2123,40;2150,33;2176,56;2445,17;2474,94;2504,00;2705,99;2735,05;2764,82;2793,88;2823,65;2853,41;2882,47
383,42;396,89;409,64;423,11;436,58;450,04;462,80;476,27;490,44;504,62;518,79;532,97;547,14;866,79;888,76;910,73;932,70;954,67;976,64;1219,04;1241,01;1263,69;1550,02;1982,36;2010,71;2038,35;2065,99;2094,34;2121,98;2149,62;2177,27;2205,62;2233,26;2509,67;2540,85;2572,04;2774,74;2805,93;2837,11;2867,59;2898,77;2929,96;2960,43
390,51;404,68;418,86;432,32;446,50;460,67;474,85;488,31;502,49;517,37;532,26;547,14;562,02;890,88;914,27;936,95;960,34;1204,15;1226,83;1250,22;1537,26;1560,65;1584,04;2027,01;2056,07;2085,13;2114,90;2143,95;2173,01;2202,07;2231,84;2260,90;2289,96;2574,17;2606,77;2639,37;2844,20;2876,09;2908,70;2941,30;2973,90;3006,50;3039,11
398,30;412,48;427,36;442,25;457,13;471,30;486,19;501,07;515,25;530,13;545,72;561,32;717,95;1135,40;1160,21;1184,31;1208,40;1232,50;1520,96;1545,06;1569,87;1593,96;1618,06;2071,66;2102,14;2132,61;2163,09;2193,57;2224,04;2255,23;2285,70;2316,18;2346,66;2638,66;2672,68;2706,70;2912,95;2946,97;2980,99;3015,01;3049,03;3083,05;3117,07
405,39;420,98;436,58;451,46;467,05;482,64;497,53;513,12;528,71;543,60;700,23;716,53;732,83;1160,21;1185,02;1210,53;1500,41;1525,92;1550,73;1576,25;1601,76;1626,57;1652,08;2115,60;2147,50;2179,39;2211,99;2243,89;2275,78;2307,68;2339,57;2371,46;2403,36;2703,16;2738,60;2774,74;2981,70;3017,13;3053,28;3088,72;3124,16;3159,59;3195,03
413,19;428,78;445,08;461,38;476,97;493,28;509,58;525,17;541,47;557,77;714,41;730,71;747,72;1184,31;1474,89;1501,83;1528,05;1554,27;1580,50;1606,72;1633,65;1659,88;1686,10;2160,26;2193,57;2226,88;2260,19;2293,50;2326,81;2360,12;2393,43;2426,75;2460,06;2767,65;2805,22;2842,07;3051,15;3088,01;3124,86;3161,72;3199,28;3236,14;3272,99
