105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;108,27;110,91;113,55;116,19;118,83;121,47;124,12;126,76;129,40;132,04
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;107,74;110,91;114,08;117,25;120,42;123,59;126,76;129,92;133,09;136,26;139,43;142,60;145,77;148,94;152,11;155,28;158,45
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;107,21;110,91;114,61;118,31;122,00;125,70;129,40;133,09;136,79;140,49;144,19;147,88;151,58;155,28;158,97;162,67;166,37;170,06;173,76;177,46;181,16;184,85
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;109,86;114,08;118,31;122,53;126,76;130,98;135,21;139,43;143,66;147,88;152,11;156,33;160,56;164,78;169,01;173,23;177,46;181,68;185,91;190,13;194,36;198,58;202,81;207,03;211,26
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;109,33;114,08;118,83;123,59;128,34;133,09;137,85;142,60;147,35;152,11;156,86;161,61;166,37;171,12;175,87;180,63;185,38;190,13;194,89;199,64;204,39;209,15;213,90;218,65;223,41;228,16;232,91;237,67
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;110,91;116,19;121,47;126,76;132,04;137,32;142,60;147,88;153,16;158,45;163,73;169,01;174,29;179,57;184,85;190,13;195,42;200,70;205,98;211,26;216,54;221,82;227,10;232,39;237,67;242,95;248,23;253,51;258,79;264,08
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;110,38;116,19;122,00;127,81;133,62;139,43;145,24;151,05;156,86;162,67;168,48;174,29;180,10;185,91;191,72;197,53;203,34;209,15;214,96;220,77;226,58;232,39;238,20;244,01;249,82;255,62;261,43;267,24;273,05;278,86;284,67;290,48
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;107,74;114,08;120,42;126,76;133,09;139,43;145,77;152,11;158,45;164,78;171,12;177,46;183,80;190,13;196,47;202,81;209,15;215,49;221,82;228,16;234,50;240,84;247,17;253,51;259,85;266,19;272,53;278,86;285,20;291,54;297,88;304,21;310,55;316,89
105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;105,63;109,86;116,72;123,59;130,45;137,32;144,19;151,05;157,92;164,78;171,65;178,51;185,38;192,25;199,11;205,98;212,84;219,71;226,58;233,44;240,31;247,17;254,04;260,91;267,77;274,64;281,50;288,37;295,24;302,10;308,97;315,83;322,70;329,57;336,43;343,30
