170,00;211,50;200,00;212,50;201,00;213,50;202,00;214,50;203,00;215,50;204,00;216,50;205,00;217,50;206,00;218,50;207,00;219,50;208,00;220,50;209,00;221,50;210,00;222,50;211,00;223,50;212,00;224,50;213,00
211,50;224,00;236,50;249,00;261,50;274,00;286,50;299,00;311,50;324,00;336,50;349,00;361,50;374,00;386,50;399,00;411,50;424,00;436,50;449,00;461,50;474,00;486,50;499,00;511,50;524,00;536,50;549,00;561,50
224,00;236,50;249,00;281,92;295,05;308,17;321,30;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05
236,50;249,00;281,92;295,05;308,17;321,30;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17
249,00;261,50;295,05;308,17;321,30;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30
261,50;274,00;308,17;321,30;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42
274,00;286,50;321,30;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55
286,50;299,00;334,42;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67
299,00;311,50;347,55;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80
311,50;324,00;360,67;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92
324,00;336,50;373,80;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05
336,50;349,00;386,92;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17
349,00;361,50;400,05;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30
361,50;374,00;413,17;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42
374,00;386,50;426,30;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55
386,50;399,00;439,42;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67
399,00;411,50;452,55;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80
411,50;424,00;465,67;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92
424,00;436,50;478,80;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05
436,50;449,00;491,92;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05;833,17
449,00;461,50;505,05;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05;833,17;846,30
461,50;474,00;518,17;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05;833,17;846,30;859,42
474,00;486,50;531,30;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05;833,17;846,30;859,42;872,55
486,50;499,00;544,42;557,55;570,67;583,80;596,92;610,05;623,17;636,30;649,42;662,55;675,67;688,80;701,92;715,05;728,17;741,30;754,42;767,55;780,67;793,80;806,92;820,05;833,17;846,30;859,42;872,55;885,67
